,Date,Close,Volume,Fast_MA,Slow_MA,Index,Signal,Buying_Value,Selling_Value,Return_PCT,Investment,Profit
0,2022-05-25,140.52000427246094,92482700,149.80350036621093,164.3734002685547,0,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
1,2022-05-26,143.77999877929688,90601500,148.81050033569335,163.9911003112793,1,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
2,2022-05-27,149.63999938964844,90978500,148.41000061035157,163.69050033569337,2,Bought,149.63999938964844,0.0,0.0,100.0,0.0
3,2022-05-31,148.83999633789062,103718400,147.95400009155273,163.4297003173828,3,Sold,0.0,148.83999633789062,-0.005346184543042399,0.0,99.46538154569576
4,2022-06-01,148.7100067138672,74286600,147.41550064086914,163.19680038452148,4,Bought,148.7100067138672,0.0,0.0,99.46538154569576,0.0
5,2022-06-02,151.2100067138672,72348100,146.67500076293945,162.9872004699707,5,Sold,0.0,151.2100067138672,0.01681124260057528,0.0,101.13751820521924
6,2022-06-03,145.3800048828125,88570300,146.10550079345703,162.71910049438478,6,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
7,2022-06-06,146.13999938964844,71598400,145.54850082397462,162.4297004699707,7,Bought,146.13999938964844,0.0,0.0,101.13751820521924,0.0
8,2022-06-07,148.7100067138672,67808200,145.3810012817383,162.1615005493164,8,Sold,0.0,148.7100067138672,0.017585926747997454,0.0,102.91611519185048
9,2022-06-08,147.9600067138672,53950200,145.05350189208986,161.91920059204102,9,Bought,147.9600067138672,0.0,0.0,102.91611519185048,0.0
10,2022-06-09,142.63999938964844,69473000,144.86050186157226,161.6149005126953,10,Sold,0.0,142.63999938964844,-0.035955711562698556,0.0,99.21569303885884
11,2022-06-10,137.1300048828125,91437900,144.5890022277832,161.28820053100586,11,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
12,2022-06-13,131.8800048828125,122207100,143.82750244140624,160.9447006225586,12,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
13,2022-06-14,132.75999450683594,84784300,143.1885025024414,160.6272006225586,13,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
14,2022-06-15,135.42999267578125,91533000,142.49800186157228,160.3574005126953,14,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
15,2022-06-16,130.05999755859375,108123900,141.96000137329102,160.04180053710937,15,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
16,2022-06-17,131.55999755859375,134520300,141.6705009460449,159.75960052490234,16,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
17,2022-06-21,135.8699951171875,81000500,141.58450088500976,159.52140045166016,17,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
18,2022-06-22,135.35000610351562,73409200,141.19650115966797,159.2827005004883,18,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
19,2022-06-23,138.27000427246094,72433800,141.09200134277344,158.96210052490235,19,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
20,2022-06-24,141.66000366210938,89116800,141.14900131225585,158.63090057373046,20,Bought,141.66000366210938,0.0,0.0,99.21569303885884,0.0
21,2022-06-27,141.66000366210938,70207900,141.0430015563965,158.30140060424804,21,Sold,0.0,141.66000366210938,0.0,0.0,99.21569303885884
22,2022-06-28,137.44000244140625,67083400,140.43300170898436,157.9174006652832,22,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
23,2022-06-29,139.22999572753906,66242400,139.9525016784668,157.58070068359376,23,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
24,2022-06-30,136.72000122070312,98964500,139.3530014038086,157.2240007019043,24,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
25,2022-07-01,138.92999267578125,71051600,138.7390007019043,156.89670059204101,25,Bought,138.92999267578125,0.0,0.0,99.21569303885884,0.0
26,2022-07-05,141.55999755859375,73353800,138.54800033569336,156.5640005493164,26,Sold,0.0,141.55999755859375,0.018930432746441593,0.0,101.09388904332256
27,2022-07-06,142.9199981689453,74064300,138.3870002746582,156.23040054321288,27,Bought,142.9199981689453,0.0,0.0,101.09388904332256,0.0
28,2022-07-07,146.35000610351562,66253700,138.2690002441406,155.97270065307617,28,Sold,0.0,146.35000610351562,0.02399949607133153,0.0,103.52009143625341
29,2022-07-08,147.0399932861328,64547800,138.2229995727539,155.75670059204103,29,Bought,147.0399932861328,0.0,0.0,103.52009143625341,0.0
30,2022-07-11,144.8699951171875,63141600,138.33449935913086,155.51660049438476,30,Sold,0.0,144.8699951171875,-0.014757877230874185,0.0,101.99235463590831
31,2022-07-12,145.86000061035156,77588800,138.7709991455078,155.24730056762695,31,Bought,145.86000061035156,0.0,0.0,101.99235463590831,0.0
32,2022-07-13,145.49000549316406,71185600,139.45149917602538,154.97670059204103,32,Sold,0.0,145.49000549316406,-0.002536645520631115,0.0,101.73363618638251
33,2022-07-14,148.47000122070312,78140700,140.23699951171875,154.77260055541993,33,Bought,148.47000122070312,0.0,0.0,101.73363618638251,0.0
34,2022-07-15,150.1699981689453,76259900,140.97399978637696,154.6013005065918,34,Sold,0.0,150.1699981689453,0.011450103955445611,0.0,102.89849689648207
35,2022-07-18,147.07000732421875,81420900,141.8245002746582,154.42880050659178,35,Bought,147.07000732421875,0.0,0.0,102.89849689648207,0.0
36,2022-07-19,151.0,82982400,142.7965003967285,154.3381004333496,36,Sold,0.0,151.0,0.026721917998667827,0.0,105.64814209273604
37,2022-07-20,153.0399932861328,64823400,143.65500030517578,154.2411003112793,37,Bought,153.0399932861328,0.0,0.0,105.64814209273604,0.0
38,2022-07-21,155.35000610351562,65086600,144.65500030517578,154.1461003112793,38,Sold,0.0,155.35000610351562,0.015094177461599028,0.0,107.24281389797203
39,2022-07-22,154.08999633789062,66675400,145.44599990844728,154.03580032348634,39,Bought,154.08999633789062,0.0,0.0,107.24281389797203,0.0
40,2022-07-25,152.9499969482422,53623900,146.0104995727539,153.93330032348632,40,Sold,0.0,152.9499969482422,-0.007398269950948869,0.0,106.44940261045546
41,2022-07-26,151.60000610351562,55138700,146.50749969482422,153.78370040893554,41,Bought,151.60000610351562,0.0,0.0,106.44940261045546,0.0
42,2022-07-27,156.7899932861328,78620700,147.47499923706056,153.6893003845215,42,Sold,0.0,156.7899932861328,0.034234742570348954,0.0,110.09367050559185
43,2022-07-28,157.35000610351562,81378700,148.38099975585936,153.6311004638672,43,Bought,157.35000610351562,0.0,0.0,110.09367050559185,0.0
44,2022-07-29,162.50999450683594,101786900,149.670499420166,153.66320037841797,44,Sold,0.0,162.50999450683594,0.032793061348378456,0.0,113.70397899654988
45,2022-08-01,161.50999450683594,67829400,150.79949951171875,153.70390029907227,45,Bought,161.50999450683594,0.0,0.0,113.70397899654988,0.0
46,2022-08-02,160.00999450683594,59907000,151.72199935913085,153.67450027465821,46,Sold,0.0,160.00999450683594,-0.009287350944318882,0.0,112.64797023984346
47,2022-08-03,166.1300048828125,82507500,152.88249969482422,153.75060028076172,47,Bought,166.1300048828125,0.0,0.0,112.64797023984346,0.0
48,2022-08-04,165.80999755859375,55474100,153.85549926757812,153.86140029907227,48,Sold,0.0,165.80999755859375,-0.0019262464022948894,0.0,112.43098249244314
49,2022-08-05,165.35000610351562,56697000,154.77099990844727,154.00870040893554,49,Bought,165.35000610351562,0.0,0.0,112.43098249244314,0.0
50,2022-08-08,164.8699951171875,60276900,155.77099990844727,154.1065003967285,50,Hold,0.0,0.0,0.0,0.0,0.0
51,2022-08-09,164.9199981689453,63135500,156.72399978637696,154.15980041503906,51,Hold,0.0,0.0,0.0,0.0,0.0
52,2022-08-10,169.24000549316406,70170500,157.91149978637696,154.24600051879884,52,Hold,0.0,0.0,0.0,0.0,0.0
53,2022-08-11,168.49000549316406,57149200,158.9125,154.29110061645508,53,Hold,0.0,0.0,0.0,0.0,0.0
54,2022-08-12,172.10000610351562,68039400,160.0090003967285,154.3583006286621,54,Hold,0.0,0.0,0.0,0.0,0.0
55,2022-08-15,173.19000244140625,54091700,161.31500015258788,154.40200057983398,55,Hold,0.0,0.0,0.0,0.0,0.0
56,2022-08-16,173.02999877929688,56377100,162.41650009155273,154.43020050048827,56,Hold,0.0,0.0,0.0,0.0,0.0
57,2022-08-17,174.5500030517578,79542000,163.49200057983398,154.43500045776366,57,Hold,0.0,0.0,0.0,0.0,0.0
58,2022-08-18,174.14999389648438,62290100,164.43199996948243,154.4293003845215,58,Hold,0.0,0.0,0.0,0.0,0.0
59,2022-08-19,171.52000427246094,70346300,165.30350036621093,154.38850036621093,59,Hold,0.0,0.0,0.0,0.0,0.0
60,2022-08-22,167.57000732421875,69026800,166.03450088500978,154.27460037231447,60,Hold,0.0,0.0,0.0,0.0,0.0
61,2022-08-23,167.22999572753906,54147100,166.81600036621094,154.16920028686525,61,Hold,0.0,0.0,0.0,0.0,0.0
62,2022-08-24,167.52999877929688,53841500,167.35300064086914,154.09840026855468,62,Hold,0.0,0.0,0.0,0.0,0.0
63,2022-08-25,170.02999877929688,51218200,167.98700027465821,154.05560028076172,63,Hold,0.0,0.0,0.0,0.0,0.0
64,2022-08-26,163.6199951171875,78961000,168.0425003051758,153.90740020751954,64,Sold,0.0,163.6199951171875,-0.010462721030957023,0.0,111.2546484873883
65,2022-08-29,161.3800048828125,73314000,168.0360008239746,153.77060028076173,65,Bought,161.3800048828125,0.0,0.0,111.2546484873883,0.0
66,2022-08-30,158.91000366210938,77906200,167.9810012817383,153.64140029907227,66,Sold,0.0,158.91000366210938,-0.015305497248539173,0.0,109.55184077107738
67,2022-08-31,157.22000122070312,87991100,167.5355010986328,153.4922003173828,67,Bought,157.22000122070312,0.0,0.0,109.55184077107738,0.0
68,2022-09-01,157.9600067138672,74229900,167.14300155639648,153.37090042114258,68,Sold,0.0,157.9600067138672,0.004706815210650289,0.0,110.06748104157343
69,2022-09-02,155.80999755859375,76957800,166.6660011291504,153.27150039672853,69,Bought,155.80999755859375,0.0,0.0,110.06748104157343,0.0
70,2022-09-06,154.52999877929688,73714800,166.14900131225585,153.1402003479004,70,Sold,0.0,154.52999877929688,-0.008215126110989892,0.0,109.16326280409791
71,2022-09-07,155.9600067138672,87449600,165.70100173950195,152.9958004760742,71,Bought,155.9600067138672,0.0,0.0,109.16326280409791,0.0
72,2022-09-08,154.4600067138672,84923800,164.9620018005371,152.88750061035157,72,Sold,0.0,154.4600067138672,-0.0096178503169212,0.0,108.11334688234136
73,2022-09-09,157.3699951171875,68028800,164.40600128173827,152.81050048828126,73,Bought,157.3699951171875,0.0,0.0,108.11334688234136,0.0
74,2022-09-12,163.42999267578125,104956000,163.97250061035157,152.7708004760742,74,Sold,0.0,163.42999267578125,0.03850796051738515,0.0,112.27657137548893
75,2022-09-13,153.83999633789062,122656600,163.00500030517577,152.63690048217774,75,Bought,153.83999633789062,0.0,0.0,112.27657137548893,0.0
76,2022-09-14,155.30999755859375,87965400,162.11900024414064,152.5258004760742,76,Sold,0.0,155.30999755859375,0.009555390377639169,0.0,113.34941784524459
77,2022-09-15,152.3699951171875,90481100,161.0099998474121,152.43160049438475,77,Bought,152.3699951171875,0.0,0.0,113.34941784524459,0.0
78,2022-09-16,150.6999969482422,162278800,159.8375,152.30980041503906,78,Sold,0.0,150.6999969482422,-0.010960151095764752,0.0,112.10709109904373
79,2022-09-19,154.47999572753906,81474200,158.9854995727539,152.28660034179688,79,Bought,154.47999572753906,0.0,0.0,112.10709109904373,0.0
80,2022-09-20,156.89999389648438,107689800,158.45199890136718,152.28990020751954,80,Sold,0.0,156.89999389648438,0.01566544689199458,0.0,113.8632987808718
81,2022-09-21,153.72000122070312,101696800,157.7764991760254,152.19070022583008,81,Bought,153.72000122070312,0.0,0.0,113.8632987808718,0.0
82,2022-09-22,152.74000549316406,86652500,157.03699951171876,152.14160034179687,82,Sold,0.0,152.74000549316406,-0.0063751998422901125,0.0,113.13739749644135
83,2022-09-23,150.42999267578125,96029900,156.05699920654297,152.06630020141603,83,Bought,150.42999267578125,0.0,0.0,113.13739749644135,0.0
84,2022-09-26,150.77000427246094,93339400,155.41449966430665,151.97920028686522,84,Sold,0.0,150.77000427246094,0.002260264662862197,0.0,113.39311795805075
85,2022-09-27,151.75999450683594,84442700,154.93349914550782,151.83660018920898,85,Bought,151.75999450683594,0.0,0.0,113.39311795805075,0.0
86,2022-09-28,149.83999633789062,146691400,154.47999877929686,151.76730010986327,86,Sold,0.0,149.83999633789062,-0.012651543479456488,0.0,111.95851999593333
87,2022-09-29,142.47999572753906,128138200,153.74299850463868,151.6193000793457,87,Bought,142.47999572753906,0.0,0.0,111.95851999593333,0.0
88,2022-09-30,138.1999969482422,124925300,152.75499801635743,151.4807000732422,88,Sold,0.0,138.1999969482422,-0.030039296095161386,0.0,108.59536486339944
89,2022-10-03,142.4499969482422,114311700,152.08699798583984,151.36010009765624,89,Bought,142.4499969482422,0.0,0.0,108.59536486339944,0.0
90,2022-10-04,146.10000610351562,87830100,151.66549835205078,151.35610015869142,90,Sold,0.0,146.10000610351562,0.025623090442042147,0.0,111.37791371888089
91,2022-10-05,146.39999389648438,79471000,151.18749771118163,151.39450012207033,91,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
92,2022-10-06,145.42999267578125,68402200,150.73599700927736,151.3777000427246,92,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
93,2022-10-07,140.08999633789062,85925600,149.8719970703125,151.3232000732422,93,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
94,2022-10-10,140.4199981689453,74899000,148.72149734497071,151.235,94,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
95,2022-10-11,138.97999572753906,77033700,147.97849731445314,151.2165998840332,95,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
96,2022-10-12,138.33999633789062,70433700,147.12999725341797,151.22649978637696,96,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
97,2022-10-13,142.99000549316406,113224000,146.6609977722168,151.28049987792969,97,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
98,2022-10-14,138.3800048828125,88598000,146.0449981689453,151.2331999206543,98,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
99,2022-10-17,142.41000366210938,85250900,145.44149856567384,151.25369995117188,99,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
100,2022-10-18,143.75,99136600,144.78399887084962,151.28599990844725,100,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
101,2022-10-19,143.86000061035156,61758300,144.29099884033204,151.28679992675782,101,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
102,2022-10-20,143.38999938964844,64522000,143.82349853515626,151.22429992675782,102,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
103,2022-10-21,147.27000427246094,86548600,143.66549911499024,151.20860000610352,103,Bought,147.27000427246094,0.0,0.0,111.37791371888089,0.0
104,2022-10-24,149.4499969482422,75981900,143.5994987487793,151.21599990844726,104,Sold,0.0,149.4499969482422,0.014802693097965112,0.0,113.02660679355313
105,2022-10-25,152.33999633789062,74732300,143.62849884033204,151.2272998046875,105,Bought,152.33999633789062,0.0,0.0,113.02660679355313,0.0
106,2022-10-26,149.35000610351562,88194300,143.60399932861327,151.26699981689453,106,Sold,0.0,149.35000610351562,-0.01962708616418233,0.0,110.80822384317091
107,2022-10-27,144.8000030517578,109180200,143.71999969482422,151.25359985351562,107,Bought,144.8000030517578,0.0,0.0,110.80822384317091,0.0
108,2022-10-28,155.74000549316406,164762400,144.5970001220703,151.3238998413086,108,Sold,0.0,155.74000549316406,0.07555250145606571,0.0,119.18006233642613
109,2022-10-31,153.33999633789062,97943200,145.14150009155273,151.37769973754882,109,Bought,153.33999633789062,0.0,0.0,119.18006233642613,0.0
110,2022-11-01,150.64999389648438,80379300,145.36899948120117,151.45779968261718,110,Sold,0.0,150.64999389648438,-0.017542731874590146,0.0,117.08931845806127
111,2022-11-02,145.02999877929688,93604600,145.3004997253418,151.53679962158202,111,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
112,2022-11-03,138.8800048828125,97918500,144.97300033569337,151.60679962158204,112,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
113,2022-11-04,138.3800048828125,140814800,144.88750076293945,151.6629997253418,113,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
114,2022-11-07,138.9199981689453,83374600,144.81250076293946,151.69789978027345,114,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
115,2022-11-08,139.5,89908500,144.8385009765625,151.7922998046875,115,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
116,2022-11-09,134.8699951171875,74917800,144.66500091552734,151.82539978027344,116,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
117,2022-11-10,146.8699951171875,118854000,144.8590003967285,151.93539978027343,117,Bought,146.8699951171875,0.0,0.0,117.08931845806127,0.0
118,2022-11-11,149.6999969482422,93979700,145.425,152.0788996887207,118,Sold,0.0,149.6999969482422,0.01926875417131069,0.0,119.34548375151597
119,2022-11-14,148.27999877929688,73374100,145.71849975585937,152.17899963378906,119,Bought,148.27999877929688,0.0,0.0,119.34548375151597,0.0
120,2022-11-15,150.0399932861328,89868300,146.03299942016602,152.2627995300293,120,Sold,0.0,150.0399932861328,0.011869399253607704,0.0,120.76204294727766
121,2022-11-16,148.7899932861328,64218300,146.27949905395508,152.33409942626952,121,Bought,148.7899932861328,0.0,0.0,120.76204294727766,0.0
122,2022-11-17,150.72000122070312,80389400,146.6459991455078,152.4668994140625,122,Sold,0.0,150.72000122070312,0.01297135574741765,0.0,122.32849036713174
123,2022-11-18,151.2899932861328,74829600,146.8469985961914,152.58749938964843,123,Bought,151.2899932861328,0.0,0.0,122.32849036713174,0.0
124,2022-11-21,148.00999450683594,58724100,146.7749984741211,152.70039932250975,124,Sold,0.0,148.00999450683594,-0.02168020969565023,0.0,119.67638304421999
125,2022-11-22,150.17999267578125,51804100,146.66699829101563,152.81289932250976,125,Bought,150.17999267578125,0.0,0.0,119.67638304421999,0.0
126,2022-11-23,151.07000732421875,58301400,146.75299835205078,152.90799942016602,126,Sold,0.0,151.07000732421875,0.005926319695320028,0.0,120.38562355011962
127,2022-11-25,148.11000061035156,35195900,146.91849822998046,152.9598994445801,127,Bought,148.11000061035156,0.0,0.0,120.38562355011962,0.0
128,2022-11-28,144.22000122070312,69246000,146.3424980163574,152.93859939575196,128,Sold,0.0,144.22000122070312,-0.026264258818567324,0.0,117.22378437516467
129,2022-11-29,141.1699981689453,83763800,145.73399810791017,152.87989944458008,129,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
130,2022-11-30,148.02999877929688,111380900,145.60299835205078,152.91149948120116,130,Bought,148.02999877929688,0.0,0.0,117.22378437516467,0.0
131,2022-12-01,148.30999755859375,71250400,145.76699829101562,152.9359994506836,131,Sold,0.0,148.30999755859375,0.0018915002472865991,0.0,117.44551319229816
132,2022-12-02,147.80999755859375,65447400,146.2134979248047,152.9591993713379,132,Bought,147.80999755859375,0.0,0.0,117.44551319229816,0.0
133,2022-12-05,146.6300048828125,68826400,146.6259979248047,152.940799407959,133,Sold,0.0,146.6300048828125,-0.007983172283819881,0.0,116.5079254265224
134,2022-12-06,142.91000366210938,64727200,146.82549819946288,152.86819946289063,134,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
135,2022-12-07,140.94000244140625,69721100,146.8974983215332,152.8068994140625,135,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
136,2022-12-08,142.64999389648438,62128300,147.28649826049804,152.72339935302733,136,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
137,2022-12-09,142.16000366210938,76097000,147.05099868774414,152.61459945678712,137,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
138,2022-12-12,144.49000549316406,70462700,146.79049911499024,152.5059994506836,138,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
139,2022-12-13,145.47000122070312,93886200,146.64999923706054,152.41979949951173,139,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
140,2022-12-14,143.2100067138672,82291200,146.30849990844726,152.32239959716796,140,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
141,2022-12-15,136.5,98931900,145.69400024414062,152.1713995361328,141,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
142,2022-12-16,134.50999450683594,160156900,144.88349990844728,151.94859954833984,142,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
143,2022-12-19,132.3699951171875,79592600,143.9375,151.69879943847656,143,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
144,2022-12-20,132.3000030517578,77432800,143.1520004272461,151.39669952392578,144,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
145,2022-12-21,135.4499969482422,85928000,142.41550064086914,151.13609954833984,145,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
146,2022-12-22,132.22999572753906,77852100,141.47350006103517,150.85829956054687,146,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
147,2022-12-23,131.86000061035156,63814900,140.66100006103517,150.51559951782227,147,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
148,2022-12-27,130.02999877929688,69007800,139.95149993896484,150.1577995300293,148,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
149,2022-12-28,126.04000091552734,85438400,139.19500007629395,149.76469947814942,149,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
150,2022-12-29,129.61000061035156,75703700,138.27400016784668,149.41209953308106,150,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
151,2022-12-30,129.92999267578125,77034200,137.35499992370606,149.0621994781494,151,Waiting to Buy,0.0,0.0,0.0,0.0,0.0
